Name,Access_Source__c,Account_Path__c,Actionability_Score__c,Aggregatable__c,Bucketing_Strategy__c,Business_Concept__c,Canonical_Field_Key__c,Cardinality_Suitability_Score__c,Classification_Basis__c,Cohort_Dimension_Type__c,Cohort_Suitability_Score__c,Cohort_Suitable__c,Controllability_Score__c,Coverage_Pct__c,Direction_Hypothesis__c,Distinct_Count__c,Earliest_Date__c,Eligibility_Status__c,Exclusion_Reason__c,Explainability_Score__c,Field_Label__c,Field_Type__c,Grain__c,Last_Profiled_At__c,Latest_Date__c,Leakage_Risk_Score__c,Measurement_Concepts__c,Metric_Archetypes__c,Observation_Type__c,Origin_System__c,Peer_Group_Utility_Score__c,Populated_Count__c,Predictive_Prior_Score__c,Primary_Source_Role__c,Primary_Theme__c,Profile_Summary__c,Provenance_Role__c,Reference_Evidence__c,Sample_Values__c,Secondary_Themes__c,Source_Confidence_Score__c,Source_Field__c,Source_Object__c,Source_Roles__c,Stability_Prior_Score__c,Windowable__c
Opportunity.ForecastCategoryName,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Forecast Category,salesforce:Opportunity:ForecastCategoryName,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Forecast Category,picklist,Opportunity,,,0.1,TIME_PREDICTABILITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.8,ForecastCategoryName,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.HasOpenActivity,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Has Open Activity,salesforce:Opportunity:HasOpenActivity,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER | recommended_use=RATE;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Has Open Activity,boolean,Opportunity,,,0.1,PEOPLE_ENGAGEMENT,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,HasOpenActivity,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.HasOpportunityLineItem,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Has Line Item,salesforce:Opportunity:HasOpportunityLineItem,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER | recommended_use=RATE;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Has Line Item,boolean,Opportunity,,,0.1,,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,HasOpportunityLineItem,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.HasOverdueTask,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Has Overdue Task,salesforce:Opportunity:HasOverdueTask,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER | recommended_use=RATE;FILTER,,0,False,0.5,,LOWER_BETTER,,,ELIGIBLE,,0.8,Has Overdue Task,boolean,Opportunity,,,0.1,TIME_LATENESS,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.8,HasOverdueTask,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Id,salesforce,Opportunity.AccountId -> Account.Id,0.05,False,,Opportunity ID,salesforce:Opportunity:Id,0,Identifier; linkage/context only unless explicitly approved. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,Opportunity ID,id,Opportunity,,,0.2,,,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,,,IDENTIFIER,,,,0.6,Id,Opportunity,IDENTIFIER,0,False
Opportunity.IsClosed,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Closed,salesforce:Opportunity:IsClosed,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER | recommended_use=RATE;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Closed,boolean,Opportunity,,,0.1,PROCESS_COMPLETION,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,TIME,0.8,IsClosed,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.IsDeleted,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Deleted,salesforce:Opportunity:IsDeleted,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Deleted,boolean,Opportunity,,,0.1,,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,IsDeleted,Opportunity,SYSTEM_METADATA,0,True
Opportunity.IsPrivate,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Private,salesforce:Opportunity:IsPrivate,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER | recommended_use=RATE;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Private,boolean,Opportunity,,,0.1,,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,IsPrivate,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.IsWon,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Won,salesforce:Opportunity:IsWon,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=EVENT_FLAG;FILTER | recommended_use=RATE;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Won,boolean,Opportunity,,,0.1,PROCESS_COMPLETION,RATE;STATE_SHARE,EVENT_FLAG,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,,0.8,IsWon,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.LastActivityDate,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Last Activity,salesforce:Opportunity:LastActivityDate,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=BUSINESS_DATE;WINDOW | recommended_use=RECENCY;WINDOW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Last Activity,date,Opportunity,,,0.1,PEOPLE_ENGAGEMENT;TIME_RECENCY,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,PEOPLE,0.8,LastActivityDate,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.LastAmountChangedHistoryId,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Opportunity History ID,salesforce:Opportunity:LastAmountChangedHistoryId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP;VALUE_DIMENSION | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Opportunity History ID,reference,Opportunity,,,0.1,VALUE_COMMERCIAL_GROWTH,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,,,,0.8,LastAmountChangedHistoryId,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.LastCloseDateChangedHistoryId,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Opportunity History ID,salesforce:Opportunity:LastCloseDateChangedHistoryId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Opportunity History ID,reference,Opportunity,,,0.1,PROCESS_COMPLETION,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,TIME,0.8,LastCloseDateChangedHistoryId,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.LastModifiedById,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Last Modified By ID,salesforce:Opportunity:LastModifiedById,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.45,Last Modified By ID,reference,Opportunity,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.45,IGNORE,,,OPERATIONAL SOURCE,,,,0.8,LastModifiedById,Opportunity,SYSTEM_METADATA,0,True
Opportunity.LastModifiedDate,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Last Modified Date,salesforce:Opportunity:LastModifiedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_DATE | final_roles=SYSTEM_METADATA;SYSTEM_DATE | recommended_use=DO_NOT_USE_AS_BUSINESS_TIME,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Last Modified Date,datetime,Opportunity,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,LastModifiedDate,Opportunity,SYSTEM_DATE,0,True
Opportunity.LastReferencedDate,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Last Referenced Date,salesforce:Opportunity:LastReferencedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Last Referenced Date,datetime,Opportunity,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,LastReferencedDate,Opportunity,SYSTEM_METADATA,0,True
Opportunity.LastStageChangeDate,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Last Stage Change Date,salesforce:Opportunity:LastStageChangeDate,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=BUSINESS_DATE;WINDOW;PROCESS_DIMENSION | recommended_use=RECENCY;WINDOW,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Last Stage Change Date,datetime,Opportunity,,,0.1,PROCESS_STEPS,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,TIME,0.8,LastStageChangeDate,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.LastViewedDate,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Last Viewed Date,salesforce:Opportunity:LastViewedDate,0,Operational Account-linked source prior. | final_usage=SYSTEM_METADATA | final_roles=SYSTEM_METADATA | recommended_use=IGNORE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,Salesforce system metadata; not business-source evidence.,0.8,Last Viewed Date,datetime,Opportunity,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,IGNORE,TIME,,OPERATIONAL SOURCE,,,,0.8,LastViewedDate,Opportunity,SYSTEM_METADATA,0,True
Opportunity.LeadSource,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Lead Source,salesforce:Opportunity:LeadSource,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;INFORMATION_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Lead Source,picklist,Opportunity,,,0.1,INFO_COMMUNICATION;INFO_GUIDANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,INFORMATION,,OPERATIONAL SOURCE,,,,0.8,LeadSource,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Name,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Name,salesforce:Opportunity:Name,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Name,string,Opportunity,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,Name,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.NextStep,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Next Step,salesforce:Opportunity:NextStep,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Next Step,string,Opportunity,,,0.1,PROCESS_STEPS;PROCESS_CLARITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PROCESS,,OPERATIONAL SOURCE,,,,0.8,NextStep,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.OCX_Expansion_Lead__c,salesforce,Opportunity.AccountId -> Account.Id,0.05,True,,OCX Expansion Lead,salesforce:Opportunity:OCX_Expansion_Lead__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,OCX Expansion Lead,reference,Opportunity,,,1,VALUE_EXPANSION,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0,OCX_DERIVED,VALUE,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Expansion_Lead__c,Opportunity,OCX_DERIVED;MODEL_OUTPUT,0,True
Opportunity.OCX_Opportunity_ID__c,salesforce,Opportunity.AccountId -> Account.Id,0.05,True,,OCX Opportunity ID,salesforce:Opportunity:OCX_Opportunity_ID__c,0,OCX-prefixed identifier; linkage/context only. | final_usage=IDENTIFIER | final_roles=IDENTIFIER | recommended_use=CONTEXT_OR_JOIN_ONLY,,0,False,0.5,,CONTEXT_DEPENDENT,,,REVIEW,,0.2,OCX Opportunity ID,string,Opportunity,,,0.2,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.1,IDENTIFIER,,,IDENTIFIER,,,,0.6,OCX_Opportunity_ID__c,Opportunity,IDENTIFIER,0,False
Opportunity.OCX_Propensity__c,salesforce,Opportunity.AccountId -> Account.Id,0.05,True,,OCX Propensity,salesforce:Opportunity:OCX_Propensity__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.05,OCX Propensity,string,Opportunity,,,1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,,,OCX DERIVED / DOWNSTREAM,,,,0.95,OCX_Propensity__c,Opportunity,OCX_DERIVED;MODEL_OUTPUT,0,False
Opportunity.OCX_Renewal_Quarter__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,OCX Renewal Quarter,salesforce:Opportunity:OCX_Renewal_Quarter__c,0,OCX-prefixed field excluded by default; not on explicit source/linkage allowlist. | final_usage=EXCLUDE | final_roles=OUTCOME_OR_DERIVED | recommended_use=NOT_SOURCE_FEATURE,,0,False,0.5,,CONTEXT_DEPENDENT,,,EXCLUDE,,0.8,OCX Renewal Quarter,string,Opportunity,,,1,VALUE_RENEWAL,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0,OCX_DERIVED,VALUE,,OPERATIONAL SOURCE,,,,0.8,OCX_Renewal_Quarter__c,Opportunity,OCX_DERIVED;MODEL_OUTPUT,0,False
Opportunity.OwnerId,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Owner ID,salesforce:Opportunity:OwnerId,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP;PEOPLE_DIMENSION | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Owner ID,reference,Opportunity,,,0.1,PEOPLE_OWNERSHIP,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,,,,0.8,OwnerId,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Pricebook2Id,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Price Book ID,salesforce:Opportunity:Pricebook2Id,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;HANDOFF_OR_OWNERSHIP | recommended_use=COUNT_DISTINCT;TRANSITION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Price Book ID,reference,Opportunity,,,0.1,,COUNT;TRANSITION,RELATIONSHIP,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,Pricebook2Id,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Probability,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Probability (%),salesforce:Opportunity:Probability,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Probability (%),percent,Opportunity,,,0.1,VALUE_RENEWAL;VALUE_COMMERCIAL_GROWTH,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,,,,0.8,Probability,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.PushCount,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Push Count,salesforce:Opportunity:PushCount,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Push Count,int,Opportunity,,,0.1,,TREND;VARIABILITY,MEASURE,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.8,PushCount,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_Account_Segment__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Account Segment,salesforce:Opportunity:Source_Account_Segment__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Account Segment,string,Opportunity,,,0.1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,,,OPERATIONAL SOURCE,,,,0.9,Source_Account_Segment__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Age_Days__c,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Source Opportunity Age Days,salesforce:Opportunity:Source_Age_Days__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;TIME_INPUT | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Opportunity Age Days,double,Opportunity,,,0.1,TIME_DURATION,DURATION;VARIABILITY;TREND,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,historical_recipe_count=3; signal=1; no_signal=2; examples=duration of opportunity | max aging-opportunity | min aging-opportunity; recipe_keys=HIST_SFDC_A49C076F487CDC7A99AC;HIST_SFDC_D43ACC10F0D986C3E54F;HIST_SFDC_A8ECCD39B61F1BF204AE | historical_prior_average=0.55,,,0.9,Source_Age_Days__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_Average_ACV__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Average ACV,salesforce:Opportunity:Source_Average_ACV__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=MEASURE;VALUE_DIMENSION | recommended_use=AGGREGATE,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Average ACV,currency,Opportunity,,,0.1,VALUE_COMMERCIAL_GROWTH,MONETARY;TREND;RATIO,MEASURE,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,VALUE,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=0; no_signal=1; examples=account acv; recipe_keys=HIST_SFDC_96EAB979E4CF62D81139 | historical_prior_average=0.45,,,0.9,Source_Average_ACV__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_Created_Date__c,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Source Created Date,salesforce:Opportunity:Source_Created_Date__c,0,Operational Account-linked source prior. | final_usage=BUSINESS_DATE | final_roles=BUSINESS_DATE;WINDOW;DURATION_INPUT | recommended_use=TIME_WINDOW_OR_DURATION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Created Date,date,Opportunity,,,0.1,,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.9,Source_Created_Date__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_CSM_Sentiment__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source CSM Sentiment,salesforce:Opportunity:Source_CSM_Sentiment__c,0,Operational Account-linked source prior. | final_usage=OUTCOME | final_roles=OUTCOME | recommended_use=NOT_PREDICTOR_INPUT,,0,False,0.5,,CONTEXT_DEPENDENT,,,OUTCOME_ONLY,Outcome/target; not predictor input.,0.45,Source CSM Sentiment,string,Opportunity,,,1,,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,OUTCOME,,,OPERATIONAL SOURCE,historical_recipe_count=1; signal=1; no_signal=0; examples=CSM Sentiment; recipe_keys=HIST_SFDC_A6E095167F17B089DB07 | historical_prior_average=0.75,,,0.9,Source_CSM_Sentiment__c,Opportunity,OUTCOME,0,False
Opportunity.Source_Engagement_Type__c,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Source Engagement Type,salesforce:Opportunity:Source_Engagement_Type__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,HIGHER_BETTER,,,ELIGIBLE,,0.8,Source Engagement Type,string,Opportunity,,,0.1,PEOPLE_ENGAGEMENT,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,PEOPLE,,OPERATIONAL SOURCE,historical_recipe_count=3; signal=3; no_signal=0; examples=% opportunities - Bongo Led | % opportunities - Customer Led | % opportunities - Partner led; recipe_keys=HIST_SFDC_B5D6BE6BA08A7B5CA730;HIST_SFDC_B36A7D486C0A7142A9D8;HIST_SFDC_AA7DD594F953C8BE8A9B | historical_prior_average=0.75,,,0.9,Source_Engagement_Type__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Estimated_Close_Date__c,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Source Estimated Close Date,salesforce:Opportunity:Source_Estimated_Close_Date__c,0,Operational Account-linked source prior. | final_usage=BUSINESS_DATE | final_roles=BUSINESS_DATE;WINDOW;DURATION_INPUT | recommended_use=TIME_WINDOW_OR_DURATION,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Estimated Close Date,date,Opportunity,,,0.1,TIME_PREDICTABILITY,RECENCY;DURATION,TIMEPOINT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,,,,0.9,Source_Estimated_Close_Date__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,True
Opportunity.Source_Forecast_Category__c,salesforce,Opportunity.AccountId -> Account.Id,0.75,True,,Source Forecast Category,salesforce:Opportunity:Source_Forecast_Category__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;PROCESS_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.8,Source Forecast Category,string,Opportunity,,,0.1,TIME_PREDICTABILITY,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.7,DIRECT_EXPERIENCE_INPUT,TIME,,OPERATIONAL SOURCE,historical_recipe_count=7; signal=2; no_signal=5; examples=% not concluded opportunities (forecast) | forecast accuracy | % lost opportunities (forecast) | # lost opportunities (forecast) | # opportunities won (forecast) | # won opportunities (forecast); recipe_keys=HIST_SFDC_3AEF97C80ACEA5D5B36D;HIST_SFDC_DD6E2E2027E043946B56;HIST_SFDC_4E8FA0CF6D19FC54EC82;HIST_SFDC_8CB20DF5D4F4C7AB8C87;HIST_SFDC_26E394CCDC35F0DE5469;HIST_SFDC_D1B8D3CADD4A3E56D1AC | historical_prior_average=0.536,,,0.9,Source_Forecast_Category__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
Opportunity.Source_Lead_Source__c,salesforce,Opportunity.AccountId -> Account.Id,0.4,True,,Source Lead Source,salesforce:Opportunity:Source_Lead_Source__c,0,Operational Account-linked source prior. | final_usage=FORMULA_INPUT | final_roles=GROUPING;FILTER;INFORMATION_DIMENSION | recommended_use=SEGMENT;FILTER,,0,False,0.5,,CONTEXT_DEPENDENT,,,ELIGIBLE,,0.45,Source Lead Source,string,Opportunity,,,0.1,INFO_COMMUNICATION;INFO_GUIDANCE,STATE_SHARE;BREADTH,CATEGORY_OR_TEXT,salesforce,0,,0.45,DIRECT_EXPERIENCE_INPUT,INFORMATION,,OPERATIONAL SOURCE,,,,0.9,Source_Lead_Source__c,Opportunity,DIRECT_EXPERIENCE_INPUT,0,False
